mz,id,ion,example,formula
473.22802,PA 18:1,[M+Na]+,GPA(2:0/16:1(7Z)),C21H39O8P
473.23627,MGDG 12:0,[M+Na]+,MGDG(7:0/5:0),C21H38O10
473.27565,SM 16:1,[M-H+Na]+,SM(d14:1(4E)/2:0),C21H44N2O6P
473.38161,DG 25:2,[M+Li]+,DG(17:2/8:0/0:0),C28H50O5
473.41822,MG 26:2,[M+Li]+,"MG(26:2(5Z,9E)/0:0/0:0)",C29H54O4
474.25967,lysoPE 16:1,[M+Na]+,PE(16:1(9Z)/0:0),C21H42NO7P
474.26206,lysoPE 18:4,[M+H]+,"PE(18:4(6Z,9Z,12Z,15Z)/0:0)",C23H40NO7P
474.41561,DG 24:0,[M+NH4]+,DG(10:0/14:0/0:0),C27H52O5
474.45223,MG 25:0,[M+NH4]+,MG(25:0/0:0/0:0),C28H56O4
475.24368,PA 18:0,[M+Na]+,GPA(6:0/12:0),C21H41O8P
475.29131,SM 16:0,[M-H+Na]+,SM(d14:0/2:0),C21H46N2O6P
475.39725,DG 25:1,[M+Li]+,DG(8:0/17:1/0:0),C28H52O5
475.43387,MG 26:1,[M+Li]+,MG(26:1(5Z)/0:0/0:0),C29H56O4
476.23892,PC 12:0,[M+Na]+,GPCho(8:0/4:0),C20H40NO8P
476.23892,PE 15:0,[M+Na]+,GPEtn(12:0/3:0),C20H40NO8P
476.27532,lysoPC 13:0,[M+Na]+,PC(13:0/0:0),C21H44NO7P
476.27532,lysoPE 16:0,[M+Na]+,PE(16:0/0:0),C21H44NO7P
476.27772,lysoPE 18:3,[M+H]+,"PE(18:3(6Z,9Z,12Z)/0:0)",C23H42NO7P
477.41289,DG 25:0,[M+Li]+,DG(14:0/11:0/0:0),C28H54O5
477.44952,MG 26:0,[M+Li]+,MG(26:0/0:0/0:0),C29H58O4
478.18182,PS 12:0,[M+Na]+,GPSer(10:0/2:0),C18H34NO10P
478.29337,lysoPE 18:2,[M+H]+,"PE(18:2(9Z,11Z)/0:0)",C23H44NO7P
478.32975,CerP 24:1,[M+H]+,CerP(d14:1(4E)/10:0),C24H48NO6P
479.32501,SM 18:1,[M]+,SM(d16:1(4E)/2:0),C23H48N2O6P
480.27262,PE 17:1,[M+H]+,GPEtn(14:1(9Z)/3:0),C22H42NO8P
480.309,lysoPC 15:1,[M+H]+,PC(15:1(9Z)/0:0),C23H46NO7P
480.309,lysoPE 18:1,[M+H]+,PE(18:1(9Z)/0:0),C23H46NO7P
480.309,plasmenyl-PE 18:0,[M+H]+,PE(P-16:0/2:0),C23H46NO7P
480.34541,CerP 24:0,[M+H]+,CerP(d14:0/10:0),C24H50NO6P
480.34541,lysoPC 16:0,[M+H]+,PC(P-16:0/0:0),C24H50NO6P
481.19432,PA 17:1,[M+Na2-H]+,GPA(2:0/15:1(9Z)),C20H37O8P
481.34064,SM 18:0,[M]+,SM(d16:0/2:0),C23H50N2O6P
482.28828,PC 14:0,[M+H]+,GPCho(11:0/3:0),C22H44NO8P
482.28828,PE 17:0,[M+H]+,GPEtn(11:0/6:0),C22H44NO8P
482.29652,MGDG 13:0,[M+NH4]+,MGDG(9:0/4:0),C22H40O10
482.32465,lysoPC 15:0,[M+H]+,PC(15:0/0:0),C23H48NO7P
482.32465,lysoPE 18:0,[M+H]+,PE(18:0/0:0),C23H48NO7P
482.33291,MGDG 15:0,[M+NH4-CO]+,MGDG(4:0/11:0),C24H44O10
482.36103,lysoPC 16:0,[M+H]+,PC(O-16:0/0:0),C24H52NO6P
483.20997,PA 17:0,[M+Na2-H]+,GPA(10:0/7:0),C20H39O8P
483.36597,DG 26:4,[M+Li]+,DG(18:4/8:0/0:0),C29H48O5
484.23115,PS 14:0,[M+H]+,GPSer(8:0/6:0),C20H38NO10P
484.39997,DG 25:2,[M+NH4]+,DG(17:2/8:0/0:0),C28H50O5
484.43658,MG 26:2,[M+NH4]+,"MG(26:2(5Z,9Z)/0:0/0:0)",C29H54O4
485.22802,PA 19:2,[M+Na]+,"GPA(17:2(9Z,12Z)/2:0)",C22H39O8P
485.38161,DG 26:3,[M+Li]+,DG(18:3/8:0/0:0),C29H50O5
486.25967,lysoPE 17:2,[M+Na]+,"PE(17:2(9Z,12Z)/0:0)",C22H42NO7P
486.41561,DG 25:1,[M+NH4]+,DG(8:0/17:1/0:0),C28H52O5
486.45223,MG 26:1,[M+NH4]+,MG(26:1(5Z)/0:0/0:0),C29H56O4
487.24368,PA 19:1,[M+Na]+,GPA(17:1(9Z)/2:0),C22H41O8P
487.25192,MGDG 13:0,[M+Na]+,MGDG(3:0/10:0),C22H40O10
487.29131,SM 17:1,[M-H+Na]+,SM(d15:1(4E)/2:0),C22H46N2O6P
487.39725,DG 26:2,[M+Li]+,DG(8:0/18:2/0:0),C29H52O5
488.23892,PE 16:1,[M+Na]+,GPEtn(2:0/14:1(9Z)),C21H40NO8P
488.27532,lysoPC 14:1,[M+Na]+,PC(14:1(9Z)/0:0),C22H44NO7P
488.27532,lysoPE 17:1,[M+Na]+,PE(17:1(9Z)/0:0),C22H44NO7P
488.3117,lysoPE 18:0,[M+Na]+,PE(P-18:0/0:0),C23H48NO6P
488.43125,DG 25:0,[M+NH4]+,DG(12:0/13:0/0:0),C28H54O5
488.46788,MG 26:0,[M+NH4]+,MG(26:0/0:0/0:0),C29H58O4
489.25933,PA 19:0,[M+Na]+,GPA(4:0/15:0),C22H43O8P
489.30696,SM 17:0,[M-H+Na]+,SM(d15:0/2:0),C22H48N2O6P
489.41289,DG 26:1,[M+Li]+,DG(11:0/15:1/0:0),C29H54O5
490.25457,PC 13:0,[M+Na]+,GPCho(9:0/4:0),C21H42NO8P
490.25457,PE 16:0,[M+Na]+,GPEtn(9:0/7:0),C21H42NO8P
490.29095,lysoPC 14:0,[M+Na]+,PC(14:0/0:0),C22H46NO7P
490.29095,lysoPE 17:0,[M+Na]+,PE(17:0/0:0),C22H46NO7P
490.32736,lysoPE 18:0,[M+Na]+,PE(O-18:0/0:0),C23H50NO6P
491.42853,DG 26:0,[M+Li]+,DG(16:0/10:0/0:0),C29H56O5
492.19744,PS 13:0,[M+Na]+,GPSer(9:0/4:0),C19H36NO10P
492.34541,CerP 25:1,[M+H]+,CerP(d15:1(4E)/10:0),C25H50NO6P
493.34064,SM 19:1,[M]+,SM(d17:1(4E)/2:0),C24H50N2O6P
494.28828,PE 18:1,[M+H]+,GPEtn(4:0/14:1(9Z)),C23H44NO8P
494.32465,lysoPC 16:1,[M+H]+,PC(16:1(9Z)/0:0),C24H48NO7P
494.32465,plasmenyl-PE 19:0,[M+H]+,PE(P-16:0/3:0),C24H48NO7P
494.33291,MGDG 16:1,[M+NH4-CO]+,MGDG(2:0/14:1(9Z)),C25H44O10
494.36103,CerP 25:0,[M+H]+,CerP(d15:0/10:0),C25H52NO6P
494.36103,lysoPE 20:0,[M+H]+,PE(P-20:0/0:0),C25H52NO6P
494.38433,DG 26:4,[M+NH4]+,DG(8:0/18:4/0:0),C29H48O5
495.20997,PA 18:1,[M+Na2-H]+,GPA(2:0/16:1(7Z)),C21H39O8P
495.21237,PA 20:4,[M+Na]+,"GPA(2:0/18:4(9E,11E,13E,15E))",C23H37O8P
495.35629,SM 19:0,[M]+,SM(d17:0/2:0),C24H52N2O6P
496.24401,lysoPE 18:4,[M+Na]+,"PE(18:4(6Z,9Z,12Z,15Z)/0:0)",C23H40NO7P
496.30393,PC 15:0,[M+H]+,GPCho(7:0/8:0),C23H46NO8P
496.30393,PE 18:0,[M+H]+,GPEtn(10:0/8:0),C23H46NO8P
496.31217,MGDG 14:0,[M+NH4]+,MGDG(7:0/7:0),C23H42O10
496.34031,lysoPC 16:0,[M+H]+,PC(16:0/0:0),C24H50NO7P
496.34031,lysoPE 19:0,[M+H]+,PE(19:0/0:0),C24H50NO7P
496.34855,MGDG 16:0,[M+NH4-CO]+,MGDG(6:0/10:0),C25H46O10
496.37669,lysoPE 20:0,[M+H]+,PE(O-20:0/0:0),C25H54NO6P
496.39997,DG 26:3,[M+NH4]+,DG(8:0/18:3/0:0),C29H50O5
497.22563,PA 18:0,[M+Na2-H]+,GPA(10:0/8:0),C21H41O8P
497.22802,PA 20:3,[M+Na]+,"GPA(18:3(6Z,9Z,12Z)/2:0)",C23H39O8P
497.38161,DG 27:4,[M+Li]+,DG(18:4/9:0/0:0),C30H50O5
498.2468,PS 15:0,[M+H]+,GPSer(7:0/8:0),C21H40NO10P
498.25967,lysoPE 18:3,[M+Na]+,"PE(18:3(9Z,12Z,15Z)/0:0)",C23H42NO7P
498.41561,DG 26:2,[M+NH4]+,DG(17:2/9:0/0:0),C29H52O5
499.24368,PA 20:2,[M+Na]+,"GPA(3:0/17:2(9Z,12Z))",C23H41O8P
499.39725,DG 27:3,[M+Li]+,DG(9:0/18:3/0:0),C30H52O5
500.27532,lysoPE 18:2,[M+Na]+,"PE(18:2(2E,4E)/0:0)",C23H44NO7P
500.27772,lysoPE 20:5,[M+H]+,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C25H42NO7P
500.43125,DG 26:1,[M+NH4]+,DG(12:0/14:1/0:0),C29H54O5
501.25933,PA 20:1,[M+Na]+,GPA(18:1(9Z)/2:0),C23H43O8P
501.26757,MGDG 14:0,[M+Na]+,MGDG(5:0/9:0),C23H42O10
501.30696,SM 18:1,[M-H+Na]+,SM(d16:1(4E)/2:0),C23H48N2O6P
501.41289,DG 27:2,[M+Li]+,DG(17:2/10:0/0:0),C30H54O5
502.25457,PE 17:1,[M+Na]+,GPEtn(3:0/14:1(9Z)),C22H42NO8P
502.29095,lysoPC 15:1,[M+Na]+,PC(15:1(9Z)/0:0),C23H46NO7P
502.29095,lysoPE 18:1,[M+Na]+,PE(18:1(4E)/0:0),C23H46NO7P
502.29095,plasmenyl-PE 18:0,[M+Na]+,PE(P-16:0/2:0),C23H46NO7P
502.29337,lysoPE 20:4,[M+H]+,"PE(20:4(7E,10E,13E,16E)/0:0)",C25H44NO7P
502.32736,lysoPC 16:0,[M+Na]+,PC(P-16:0/0:0),C24H50NO6P
502.44689,DG 26:0,[M+NH4]+,DG(8:0/18:0/0:0),C29H56O5
503.27499,PA 20:0,[M+Na]+,GPA(7:0/13:0),C23H45O8P
503.32259,SM 18:0,[M-H+Na]+,SM(d16:0/2:0),C23H50N2O6P
503.42853,DG 27:1,[M+Li]+,DG(17:1/10:0/0:0),C30H56O5
504.27023,PC 14:0,[M+Na]+,GPCho(5:0/9:0),C22H44NO8P
504.27023,PE 17:0,[M+Na]+,GPEtn(10:0/7:0),C22H44NO8P
504.3066,lysoPC 15:0,[M+Na]+,PC(15:0/0:0),C23H48NO7P
504.3066,lysoPE 18:0,[M+Na]+,PE(18:0/0:0),C23H48NO7P
504.309,lysoPE 20:3,[M+H]+,"PE(20:3(8Z,11Z,14Z)/0:0)",C25H46NO7P
504.34298,lysoPC 16:0,[M+Na]+,PC(O-16:0/0:0),C24H52NO6P
505.44417,DG 27:0,[M+Li]+,DG(11:0/16:0/0:0),C30H58O5
506.2131,PS 14:0,[M+Na]+,GPSer(8:0/6:0),C20H38NO10P
506.28828,PE 19:2,[M+H]+,"GPEtn(17:2(9Z,12Z)/2:0)",C24H44NO8P
506.32465,lysoPC 17:2,[M+H]+,"PC(17:2(9Z,12Z)/0:0)",C25H48NO7P
506.32465,lysoPE 20:2,[M+H]+,"PE(20:2(5Z,8Z)/0:0)",C25H48NO7P
506.36103,CerP 26:1,[M+H]+,CerP(d14:1(4E)/12:0),C26H52NO6P
507.20997,PA 19:2,[M+Na2-H]+,"GPA(17:2(9Z,12Z)/2:0)",C22H39O8P
507.35629,SM 20:1,[M]+,SM(d18:1(4E)/2:0),C25H52N2O6P
508.30393,PC 16:1,[M+H]+,GPCho(2:0/14:1(9Z)),C24H46NO8P
508.30393,PE 19:1,[M+H]+,GPEtn(4:0/15:1(9Z)),C24H46NO8P
508.34031,lysoPC 17:1,[M+H]+,PC(17:1(9Z)/0:0),C25H50NO7P
508.34031,lysoPE 20:1,[M+H]+,PE(20:1(13E)/0:0),C25H50NO7P
508.34031,plasmenyl-PE 20:0,[M+H]+,PE(P-16:0/4:0),C25H50NO7P
508.34855,MGDG 17:1,[M+NH4-CO]+,MGDG(14:1(9Z)/3:0),C26H46O10
508.37669,CerP 26:0,[M+H]+,CerP(d14:0/12:0),C26H54NO6P
508.37669,lysoPC 18:0,[M+H]+,PC(P-18:0/0:0),C26H54NO6P
508.39997,DG 27:4,[M+NH4]+,DG(18:4/9:0/0:0),C30H50O5
509.22563,PA 19:1,[M+Na2-H]+,GPA(14:1(9Z)/5:0),C22H41O8P
509.22802,PA 21:4,[M+Na]+,"GPA(18:4(6Z,9Z,12Z,15Z)/3:0)",C24H39O8P
509.37195,SM 20:0,[M]+,SM(d18:0/2:0),C25H54N2O6P
509.38161,DG 28:5,[M+Li]+,DG(20:5/8:0/0:0),C31H50O5
510.2468,PS 16:1,[M+H]+,GPSer(2:0/14:1(9Z)),C22H40NO10P
510.31959,PC 16:0,[M+H]+,GPCho(10:0/6:0),C24H48NO8P
510.31959,PE 19:0,[M+H]+,GPEtn(9:0/10:0),C24H48NO8P
510.32783,MGDG 15:0,[M+NH4]+,MGDG(11:0/4:0),C24H44O10
510.35596,lysoPC 17:0,[M+H]+,PC(17:0/0:0),C25H52NO7P
510.35596,lysoPE 20:0,[M+H]+,PE(20:0/0:0),C25H52NO7P
510.36422,MGDG 17:0,[M+NH4-CO]+,MGDG(13:0/4:0),C26H48O10
510.39234,lysoPC 18:0,[M+H]+,PC(O-18:0/0:0),C26H56NO6P
510.41561,DG 27:3,[M+NH4]+,DG(9:0/18:3/0:0),C30H52O5
511.24128,PA 19:0,[M+Na2-H]+,GPA(11:0/8:0),C22H43O8P
511.24368,PA 21:3,[M+Na]+,"GPA(18:3(9Z,12Z,15Z)/3:0)",C24H41O8P
511.39725,DG 28:4,[M+Li]+,DG(8:0/20:4/0:0),C31H52O5
512.26246,PS 16:0,[M+H]+,GPSer(14:0/2:0),C22H42NO10P
512.43125,DG 27:2,[M+NH4]+,DG(18:2/9:0/0:0),C30H54O5
513.25933,PA 21:2,[M+Na]+,"GPA(18:2(9Z,12Z)/3:0)",C24H43O8P
513.41289,DG 28:3,[M+Li]+,DG(8:0/20:3/0:0),C31H54O5
514.44689,DG 27:1,[M+NH4]+,DG(18:1/9:0/0:0),C30H56O5
515.27499,PA 21:1,[M+Na]+,GPA(3:0/18:1(11Z)),C24H45O8P
515.28323,MGDG 15:0,[M+Na]+,MGDG(13:0/2:0),C24H44O10
515.32259,SM 19:1,[M-H+Na]+,SM(d17:1(4E)/2:0),C24H50N2O6P
515.42853,DG 28:2,[M+Li]+,DG(20:2/8:0/0:0),C31H56O5
516.27023,PE 18:1,[M+Na]+,GPEtn(4:0/14:1(9Z)),C23H44NO8P
516.27265,PE 20:4,[M+H]+,"GPEtn(18:4(6Z,9Z,12Z,15Z)/2:0)",C25H42NO8P
516.3066,lysoPC 16:1,[M+Na]+,PC(16:1(9Z)/0:0),C24H48NO7P
516.3066,plasmenyl-PE 19:0,[M+Na]+,PE(P-16:0/3:0),C24H48NO7P
516.30903,lysoPC 18:4,[M+H]+,"PC(18:4(9E,11E,13E,15E)/0:0)",C26H46NO7P
516.34298,lysoPE 20:0,[M+Na]+,PE(P-20:0/0:0),C25H52NO6P
516.46253,DG 27:0,[M+NH4]+,DG(16:0/11:0/0:0),C30H58O5
517.19432,PA 20:4,[M+Na2-H]+,"GPA(2:0/18:4(6Z,9Z,12Z,15Z))",C23H37O8P
517.29061,PA 21:0,[M+Na]+,GPA(16:0/5:0),C24H47O8P
517.33824,SM 19:0,[M-H+Na]+,SM(d17:0/2:0),C24H52N2O6P
517.44417,DG 28:1,[M+Li]+,DG(11:0/17:1/0:0),C31H58O5
518.28588,PC 15:0,[M+Na]+,GPCho(13:0/2:0),C23H46NO8P
518.28588,PE 18:0,[M+Na]+,GPEtn(14:0/4:0),C23H46NO8P
518.28828,PE 20:3,[M+H]+,"GPEtn(18:3(9Z,12Z,15Z)/2:0)",C25H44NO8P
518.32226,lysoPC 16:0,[M+Na]+,PC(16:0/0:0),C24H50NO7P
518.32226,lysoPE 19:0,[M+Na]+,PE(19:0/0:0),C24H50NO7P
518.32465,lysoPC 18:3,[M+H]+,"PC(18:3(9Z,12Z,15Z)/0:0)",C26H48NO7P
518.35864,lysoPE 20:0,[M+Na]+,PE(O-20:0/0:0),C25H54NO6P
519.20997,PA 20:3,[M+Na2-H]+,"GPA(2:0/18:3(6Z,9Z,12Z))",C23H39O8P
519.45981,DG 28:0,[M+Li]+,DG(14:0/14:0/0:0),C31H60O5
520.22875,PS 15:0,[M+Na]+,GPSer(13:0/2:0),C21H40NO10P
520.3039,PE 20:2,[M+H]+,"GPEtn(2:0/18:2(6Z,9Z))",C25H46NO8P
520.34034,lysoPC 18:2,[M+H]+,"PC(18:2(9Z,11Z)/0:0)",C26H50NO7P
520.37672,CerP 27:1,[M+H]+,CerP(d15:1(4E)/12:0),C27H54NO6P
520.39997,DG 28:5,[M+NH4]+,DG(20:5/8:0/0:0),C31H50O5
521.22563,PA 20:2,[M+Na2-H]+,"GPA(17:2(9Z,12Z)/3:0)",C23H41O8P
521.22802,PA 22:5,[M+Na]+,"GPA(20:5(5Z,8Z,11Z,14Z,17Z)/2:0)",C25H39O8P
521.37195,SM 21:1,[M]+,SM(d19:1(4E)/2:0),C26H54N2O6P
522.25967,lysoPE 20:5,[M+Na]+,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C25H42NO7P
522.31959,PC 17:1,[M+H]+,GPCho(15:1(9Z)/2:0),C25H48NO8P
522.31959,PE 20:1,[M+H]+,GPEtn(16:1(7Z)/4:0),C25H48NO8P
522.32783,MGDG 16:1,[M+NH4]+,MGDG(14:1(9Z)/2:0),C25H44O10
522.35596,lysoPC 18:1,[M+H]+,PC(18:1(9Z)/0:0),C26H52NO7P
522.35596,plasmenyl-PC 18:0,[M+H]+,PC(P-16:0/2:0),C26H52NO7P
522.35596,plasmenyl-PE 21:0,[M+H]+,PE(P-16:0/5:0),C26H52NO7P
522.36422,MGDG 18:1,[M+NH4-CO]+,MGDG(2:0/16:1(7Z)),C27H48O10
522.39234,CerP 27:0,[M+H]+,CerP(d17:0/10:0),C27H56NO6P
522.41561,DG 28:4,[M+NH4]+,DG(20:4/8:0/0:0),C31H52O5
523.1639,DGDG 4:0,[M+Na]+,DGDG(2:0/2:0),C19H32O15
523.24128,PA 20:1,[M+Na2-H]+,GPA(18:1(9E)/2:0),C23H43O8P
523.24368,PA 22:4,[M+Na]+,"GPA(20:4(5Z,8Z,11Z,14Z)/2:0)",C25H41O8P
523.38757,SM 21:0,[M]+,SM(d19:0/2:0),C26H56N2O6P
523.39725,DG 29:5,[M+Li]+,DG(20:5/9:0/0:0),C32H52O5
524.26246,PS 17:1,[M+H]+,GPSer(2:0/15:1(9Z)),C23H42NO10P
524.27532,lysoPE 20:4,[M+Na]+,"PE(20:4(5E,8E,11E,14E)/0:0)",C25H44NO7P
524.33521,PC 17:0,[M+H]+,GPCho(5:0/12:0),C25H50NO8P
524.33521,PE 20:0,[M+H]+,GPEtn(9:0/11:0),C25H50NO8P
524.34347,MGDG 16:0,[M+NH4]+,MGDG(7:0/9:0),C25H46O10
524.37159,lysoPC 18:0,[M+H]+,PC(18:0/0:0),C26H54NO7P
524.37159,lysoPE 21:0,[M+H]+,PE(21:0/0:0),C26H54NO7P
524.37985,MGDG 18:0,[M+NH4-CO]+,MGDG(13:0/5:0),C27H50O10
524.43125,DG 28:3,[M+NH4]+,DG(20:3/8:0/0:0),C31H54O5
525.25694,PA 20:0,[M+Na2-H]+,GPA(16:0/4:0),C23H45O8P
525.25933,PA 22:3,[M+Na]+,"GPA(4:0/18:3(9Z,12Z,15Z))",C25H43O8P
525.41289,DG 29:4,[M+Li]+,DG(18:4/11:0/0:0),C32H54O5
526.27808,PS 17:0,[M+H]+,GPSer(14:0/3:0),C23H44NO10P
526.29095,lysoPE 20:3,[M+Na]+,"PE(20:3(5Z,8Z,11Z)/0:0)",C25H46NO7P
526.29334,lysoPE 22:6,[M+H]+,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C27H44NO7P
526.44689,DG 28:2,[M+NH4]+,DG(14:1/14:1/0:0),C31H56O5
527.27499,PA 22:2,[M+Na]+,"GPA(2:0/20:2(5Z,8Z))",C25H45O8P
527.28323,MGDG 16:1,[M+Na]+,MGDG(2:0/14:1(9Z)),C25H44O10
527.42853,DG 29:3,[M+Li]+,DG(20:3/9:0/0:0),C32H56O5
528.27023,PE 19:2,[M+Na]+,"GPEtn(2:0/17:2(9Z,12Z))",C24H44NO8P
528.3066,lysoPC 17:2,[M+Na]+,"PC(17:2(9Z,12Z)/0:0)",C25H48NO7P
528.3066,lysoPE 20:2,[M+Na]+,"PE(20:2(11Z,14Z)/0:0)",C25H48NO7P
528.30903,lysoPE 22:5,[M+H]+,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",C27H46NO7P
528.46253,DG 28:1,[M+NH4]+,DG(8:0/20:1/0:0),C31H58O5
529.29061,PA 22:1,[M+Na]+,GPA(8:0/14:1(9Z)),C25H47O8P
529.29887,MGDG 16:0,[M+Na]+,MGDG(10:0/6:0),C25H46O10
529.33824,SM 20:1,[M-H+Na]+,SM(d18:1(4E)/2:0),C25H52N2O6P
529.44417,DG 29:2,[M+Li]+,DG(18:2/11:0/0:0),C32H58O5
530.28588,PC 16:1,[M+Na]+,GPCho(14:1(9Z)/2:0),C24H46NO8P
530.28588,PE 19:1,[M+Na]+,GPEtn(4:0/15:1(9Z)),C24H46NO8P
530.28828,PE 21:4,[M+H]+,"GPEtn(3:0/18:4(9E,11E,13E,15E))",C26H44NO8P
530.32226,lysoPC 17:1,[M+Na]+,PC(17:1(9Z)/0:0),C25H50NO7P
530.32226,lysoPE 20:1,[M+Na]+,PE(20:1(13Z)/0:0),C25H50NO7P
530.32226,plasmenyl-PE 20:0,[M+Na]+,PE(P-16:0/4:0),C25H50NO7P
530.32465,lysoPE 22:4,[M+H]+,"PE(22:4(7Z,10Z,13Z,16Z)/0:0)",C27H48NO7P
530.35864,lysoPC 18:0,[M+Na]+,PC(P-18:0/0:0),C26H54NO6P
530.47817,DG 28:0,[M+NH4]+,DG(8:0/20:0/0:0),C31H60O5
531.20997,PA 21:4,[M+Na2-H]+,"GPA(3:0/18:4(6Z,9Z,12Z,15Z))",C24H39O8P
531.30627,PA 22:0,[M+Na]+,GPA(10:0/12:0),C25H49O8P
531.3539,SM 20:0,[M-H+Na]+,SM(d18:0/2:0),C25H54N2O6P
531.45981,DG 29:1,[M+Li]+,DG(9:0/20:1/0:0),C32H60O5
532.22875,PS 16:1,[M+Na]+,GPSer(2:0/14:1(9Z)),C22H40NO10P
532.30154,PC 16:0,[M+Na]+,GPCho(2:0/14:0),C24H48NO8P
532.30154,PE 19:0,[M+Na]+,GPEtn(5:0/14:0),C24H48NO8P
532.3039,PE 21:3,[M+H]+,"GPEtn(3:0/18:3(6Z,9Z,12Z))",C26H46NO8P
532.33791,lysoPC 17:0,[M+Na]+,PC(17:0/0:0),C25H52NO7P
532.33791,lysoPE 20:0,[M+Na]+,PE(20:0/0:0),C25H52NO7P
532.37429,lysoPC 18:0,[M+Na]+,PC(O-18:0/0:0),C26H56NO6P
533.22563,PA 21:3,[M+Na2-H]+,"GPA(18:3(9Z,12Z,15Z)/3:0)",C24H41O8P
533.47545,DG 29:0,[M+Li]+,DG(17:0/12:0/0:0),C32H62O5
534.24441,PS 16:0,[M+Na]+,GPSer(6:0/10:0),C22H42NO10P
534.31959,PE 21:2,[M+H]+,"GPEtn(4:0/17:2(9Z,12Z))",C26H48NO8P
534.35596,lysoPE 22:2,[M+H]+,"PE(22:2(13Z,16Z)/0:0)",C27H52NO7P
534.36422,MGDG 19:2,[M+NH4-CO]+,"MGDG(2:0/17:2(9Z,12Z))",C28H48O10
534.39234,CerP 28:1,[M+H]+,CerP(d18:1(4E)/10:0),C28H56NO6P
534.41561,DG 29:5,[M+NH4]+,DG(9:0/20:5/0:0),C32H52O5
535.24128,PA 21:2,[M+Na2-H]+,"GPA(18:2(9Z,12Z)/3:0)",C24H43O8P
535.24368,PA 23:5,[M+Na]+,"GPA(20:5(5Z,8Z,11Z,14Z,17Z)/3:0)",C26H41O8P
535.39725,DG 30:6,[M+Li]+,DG(22:6/8:0/0:0),C33H52O5
536.33521,PC 18:1,[M+H]+,GPCho(16:1(9Z)/2:0),C26H50NO8P
536.33521,PE 21:1,[M+H]+,GPEtn(3:0/18:1(6Z)),C26H50NO8P
536.34347,MGDG 17:1,[M+NH4]+,MGDG(15:1(9Z)/2:0),C26H46O10
536.37159,lysoPE 22:1,[M+H]+,PE(22:1(13Z)/0:0),C27H54NO7P
536.37159,plasmenyl-PC 19:0,[M+H]+,PC(P-16:0/3:0),C27H54NO7P
536.37159,plasmenyl-PE 22:0,[M+H]+,PE(P-18:0/4:0),C27H54NO7P
536.37985,MGDG 19:1,[M+NH4-CO]+,MGDG(2:0/17:1(9Z)),C28H50O10
536.40797,CerP 28:0,[M+H]+,CerP(d16:0/12:0),C28H58NO6P
536.40797,lysoPC 20:0,[M+H]+,PC(P-20:0/0:0),C28H58NO6P
536.43125,DG 29:4,[M+NH4]+,DG(9:0/20:4/0:0),C32H54O5
537.17953,DGDG 5:0,[M+Na]+,DGDG(2:0/3:0),C20H34O15
537.25694,PA 21:1,[M+Na2-H]+,GPA(15:1(9Z)/6:0),C24H45O8P
537.2593,PA 23:4,[M+Na]+,"GPA(20:4(5Z,8Z,11Z,14Z)/3:0)",C26H43O8P
537.41289,DG 30:5,[M+Li]+,DG(10:0/20:5/0:0),C33H54O5
538.2546,PE 20:4,[M+Na]+,"GPEtn(2:0/18:4(9E,11E,13E,15E))",C25H42NO8P
538.27808,PS 18:1,[M+H]+,GPSer(4:0/14:1(9Z)),C24H44NO10P
538.29098,lysoPC 18:4,[M+Na]+,"PC(18:4(9E,11E,13E,15E)/0:0)",C26H46NO7P
538.3509,PC 18:0,[M+H]+,GPCho(3:0/15:0),C26H52NO8P
538.3509,PE 21:0,[M+H]+,GPEtn(15:0/6:0),C26H52NO8P
538.35914,MGDG 17:0,[M+NH4]+,MGDG(5:0/12:0),C26H48O10
538.38728,lysoPC 19:0,[M+H]+,PC(19:0/0:0),C27H56NO7P
538.38728,lysoPE 22:0,[M+H]+,PE(22:0/0:0),C27H56NO7P
538.39545,MGDG 19:0,[M+NH4-CO]+,MGDG(15:0/4:0),C28H52O10
538.42365,lysoPC 20:0,[M+H]+,PC(O-20:0/0:0),C28H60NO6P
538.44689,DG 29:3,[M+NH4]+,DG(11:0/18:3/0:0),C32H56O5
539.27256,PA 21:0,[M+Na2-H]+,GPA(7:0/14:0),C24H47O8P
539.27499,PA 23:3,[M+Na]+,"GPA(18:3(6Z,9Z,12Z)/5:0)",C26H45O8P
539.42853,DG 30:4,[M+Li]+,DG(12:0/18:4/0:0),C33H56O5
540.27023,PE 20:3,[M+Na]+,"GPEtn(18:3(6Z,9Z,12Z)/2:0)",C25H44NO8P
540.29377,PS 18:0,[M+H]+,GPSer(13:0/5:0),C24H46NO10P
540.3066,lysoPC 18:3,[M+Na]+,"PC(18:3(9Z,12Z,15Z)/0:0)",C26H48NO7P
540.46253,DG 29:2,[M+NH4]+,DG(9:0/20:2/0:0),C32H58O5
541.29061,PA 23:2,[M+Na]+,"GPA(17:2(9Z,12Z)/6:0)",C26H47O8P
541.29887,MGDG 17:1,[M+Na]+,MGDG(15:1(9Z)/2:0),C26H46O10
541.44417,DG 30:3,[M+Li]+,DG(10:0/20:3/0:0),C33H58O5
